ligand,receptor,pathway,signaling_type,version
L1CAM,L1CAM,L1CAM,Cell-Cell Contact,CellChatDB v1
LCK,CD8B_CD8A,LCK,Cell-Cell Contact,CellChatDB v1
MADCAM1,ITGA4_ITGB7,MADCAM,Cell-Cell Contact,CellChatDB v1
MAG,MAG,MAG,Cell-Cell Contact,CellChatDB v1
HLA-A,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-B,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-G,CD8A,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-A,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-B,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-G,CD8B,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-A,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-B,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-G,CD8B2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR2DL1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR2DL2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR2DL3,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR2DS1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR2DS4,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-G,LILRB1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-G,LILRB2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,KIR3DL1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,KIR3DL2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-B,KIR3DL2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-C,KIR3DL3,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRC1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRC2,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-A,KIR3DL1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,LILRB1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-F,KIR3DS1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRC1_KLRD1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRC2_KLRD1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-E,KLRC3_KLRD1,MHC-I,Cell-Cell Contact,CellChatDB v1
ULBP1,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v1
ULBP2,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v1
ULBP3,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v2
RAET1L,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v2
RAET1E,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v1
RAET1G,KLRK1,MHC-I,Cell-Cell Contact,CellChatDB v1
HLA-DPA1,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DPB1,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DQA1,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DMA,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DMB,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DQA2,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DOA,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DOB,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DQB1,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DRA,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DRB1,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DRB3,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DRB4,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
HLA-DRB5,CD4,MHC-II,Cell-Cell Contact,CellChatDB v1
MPZ,MPZL1,MPZ,Cell-Cell Contact,CellChatDB v1
MPZ,MPZ,MPZ,Cell-Cell Contact,CellChatDB v1
MPZL1,MPZL1,MPZ,Cell-Cell Contact,CellChatDB v1
NCAM1,FGFR1,NCAM,Cell-Cell Contact,CellChatDB v1
NCAM1,NCAM1,NCAM,Cell-Cell Contact,CellChatDB v1
NCAM1,NCAM2,NCAM,Cell-Cell Contact,CellChatDB v1
NCAM1,L1CAM,NCAM,Cell-Cell Contact,CellChatDB v1
NCAM2,L1CAM,NCAM,Cell-Cell Contact,CellChatDB v1
NECTIN1,CADM3,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN1,NECTIN4,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN3,NECTIN1,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN3,NECTIN2,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN3,PVR,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN3,TIGIT,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN2,CD226,NECTIN,Cell-Cell Contact,CellChatDB v1
NECTIN2,TIGIT,NECTIN,Cell-Cell Contact,CellChatDB v1
NEGR1,NEGR1,NEGR,Cell-Cell Contact,CellChatDB v1
LRRC4C,NTNG1,NGL,Cell-Cell Contact,CellChatDB v1
LRRC4,NTNG2,NGL,Cell-Cell Contact,CellChatDB v1
LRRC4B,PTPRF,NGL,Cell-Cell Contact,CellChatDB v1
DLK1,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
DLK1,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
DLK1,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
DLK1,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL1,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL1,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL1,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL3,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL3,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL3,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL3,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL4,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL4,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL4,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL4,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG1,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG1,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG1,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG1,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG2,NOTCH1,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG2,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG2,NOTCH3,NOTCH,Cell-Cell Contact,CellChatDB v1
JAG2,NOTCH4,NOTCH,Cell-Cell Contact,CellChatDB v1
DLL1,NOTCH2,NOTCH,Cell-Cell Contact,CellChatDB v1
NRXN1,NLGN1,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN1,NLGN2,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN1,NLGN3,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN2,NLGN1,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN2,NLGN2,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN2,NLGN3,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN3,NLGN1,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN3,NLGN2,NRXN,Cell-Cell Contact,CellChatDB v1
NRXN3,NLGN3,NRXN,Cell-Cell Contact,CellChatDB v1
OCLN,OCLN,OCLN,Cell-Cell Contact,CellChatDB v1
CD274,PDCD1,PD-L1,Cell-Cell Contact,CellChatDB v1
PDCD1LG2,PDCD1,PDL2,Cell-Cell Contact,CellChatDB v1
PECAM1,PECAM1,PECAM1,Cell-Cell Contact,CellChatDB v1
PTPRM,PTPRM,PTPRM,Cell-Cell Contact,CellChatDB v1
PVR,CD226,PVR,Cell-Cell Contact,CellChatDB v1
PVR,TIGIT,PVR,Cell-Cell Contact,CellChatDB v1
SELE,CD44,SELE,Cell-Cell Contact,CellChatDB v1
SELE,GLG1,SELE,Cell-Cell Contact,CellChatDB v1
SELL,CD34,SELL,Cell-Cell Contact,CellChatDB v1
SELL,PODXL,SELL,Cell-Cell Contact,CellChatDB v1
SELL,GLYCAM1,SELL,Cell-Cell Contact,CellChatDB v1
SELL,MADCAM1,SELL,Cell-Cell Contact,CellChatDB v1
SELPLG,SELE,SELPLG,Cell-Cell Contact,CellChatDB v1
SELPLG,SELL,SELPLG,Cell-Cell Contact,CellChatDB v1
SELPLG,SELP,SELPLG,Cell-Cell Contact,CellChatDB v1
SEMA4A,NRP1_PLXNA1,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,NRP1_PLXNA2,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,PLXNA3_NRP1,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,PLXNA4_NRP1,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,PLXNB1,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,PLXNB2,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4A,PLXNB3,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4D,PLXNB1,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4D,PLXNB2,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4D,PLXNB3,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4C,PLXNB2,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4G,PLXNB2,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA4D,CD72,SEMA4,Cell-Cell Contact,CellChatDB v1
SEMA5A,PLXNA1,SEMA5,Cell-Cell Contact,CellChatDB v1
SEMA5B,PLXNA1,SEMA5,Cell-Cell Contact,CellChatDB v1
SEMA5A,PLXNA3,SEMA5,Cell-Cell Contact,CellChatDB v1
SEMA5B,PLXNA3,SEMA5,Cell-Cell Contact,CellChatDB v1
SEMA5A,PLXNB3,SEMA5,Cell-Cell Contact,CellChatDB v1
SEMA6D,KDR_PLXNA1,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6D,TREM2_TYROBP_PLXNA1,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6D,PLXNA1,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6A,PLXNA2,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6B,PLXNA2,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6A,PLXNA4,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA6B,PLXNA4,SEMA6,Cell-Cell Contact,CellChatDB v1
SEMA7A,ITGB1_ITGA1,SEMA7,Cell-Cell Contact,CellChatDB v1
SEMA7A,PLXNC1,SEMA7,Cell-Cell Contact,CellChatDB v1
SIGLEC1,SPN,SN,Cell-Cell Contact,CellChatDB v1
THY1,ITGAM_ITGB2,THY1,Cell-Cell Contact,CellChatDB v1
THY1,ITGAX_ITGB2,THY1,Cell-Cell Contact,CellChatDB v1
THY1,ITGAV_ITGB3,THY1,Cell-Cell Contact,CellChatDB v1
"ITGA4, ITGB1",VCAM1,VCAM,Cell-Cell Contact,CellChatDB v1
"ITGA9, ITGB1",VCAM1,VCAM,Cell-Cell Contact,CellChatDB v1
"ITGA4, ITGB7",VCAM1,VCAM,Cell-Cell Contact,CellChatDB v1
VSIR,IGSF11,VISTA,Cell-Cell Contact,CellChatDB v1
CDH3,CDH3,CDH,Cell-Cell Contact,CellChatDB v2
CDH12,ITGB1_ITGA1,CDH,Cell-Cell Contact,CellChatDB v2
DSC1,DSG3,DESMOSOME,Cell-Cell Contact,CellChatDB v2
DSC1,DSG4,DESMOSOME,Cell-Cell Contact,CellChatDB v2
DSC2,DSG3,DESMOSOME,Cell-Cell Contact,CellChatDB v2
DSC2,DSG4,DESMOSOME,Cell-Cell Contact,CellChatDB v2
DSC3,DSG3,DESMOSOME,Cell-Cell Contact,CellChatDB v2
DSC3,DSG4,DESMOSOME,Cell-Cell Contact,CellChatDB v2
GJA5,GJA5,GAP,Cell-Cell Contact,CellChatDB v2
GJA1,GJA5,GAP,Cell-Cell Contact,CellChatDB v2
GJC1,GJA5,GAP,Cell-Cell Contact,CellChatDB v2
GJA3,GJA5,GAP,Cell-Cell Contact,CellChatDB v2
GJA1,GJA1,GAP,Cell-Cell Contact,CellChatDB v2
GJC1,GJA1,GAP,Cell-Cell Contact,CellChatDB v2
GJA3,GJA1,GAP,Cell-Cell Contact,CellChatDB v2
GJC1,GJC1,GAP,Cell-Cell Contact,CellChatDB v2
GJA3,GJC1,GAP,Cell-Cell Contact,CellChatDB v2
GJA3,GJA3,GAP,Cell-Cell Contact,CellChatDB v2
CLDN1,CLDN1,CLDN,Cell-Cell Contact,CellChatDB v2
CLDN2,CLDN2,CLDN,Cell-Cell Contact,CellChatDB v2
CLDN3,CLDN3,CLDN,Cell-Cell Contact,CellChatDB v2
PCDHA10,PCDHA10,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA11,PCDHA11,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA12,PCDHA12,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA13,PCDHA13,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA1,PCDHA1,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA2,PCDHA2,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA3,PCDHA3,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA4,PCDHA4,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA5,PCDHA5,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA6,PCDHA6,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA7,PCDHA7,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA8,PCDHA8,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHA9,PCDHA9,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHAC1,PCDHAC1,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHAC2,PCDHAC2,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB1,PCDHB1,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB10,PCDHB10,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB11,PCDHB11,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB12,PCDHB12,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB13,PCDHB13,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB14,PCDHB14,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB15,PCDHB15,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB16,PCDHB16,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB2,PCDHB2,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB3,PCDHB3,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB4,PCDHB4,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB5,PCDHB5,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB6,PCDHB6,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB7,PCDHB7,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB8,PCDHB8,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHB9,PCDHB9,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA1,PCDHGA1,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA10,PCDHGA10,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA11,PCDHGA11,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA12,PCDHGA12,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA2,PCDHGA2,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA3,PCDHGA3,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA4,PCDHGA4,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA5,PCDHGA5,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA6,PCDHGA6,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA7,PCDHGA7,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA8,PCDHGA8,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGA9,PCDHGA9,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB1,PCDHGB1,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB2,PCDHGB2,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB3,PCDHGB3,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB4,PCDHGB4,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB5,PCDHGB5,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB6,PCDHGB6,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGB7,PCDHGB7,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGC3,PCDHGC3,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGC4,PCDHGC4,PCDH,Cell-Cell Contact,CellChatDB v2
PCDHGC5,PCDHGC5,PCDH,Cell-Cell Contact,CellChatDB v2
KLK6,F2R,KLK,Secreted Signaling,CellChatDB v2
KLK6,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK5,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK4,F2R,KLK,Secreted Signaling,CellChatDB v2
KLK1,F2R,KLK,Secreted Signaling,CellChatDB v2
KLK2,F2R,KLK,Secreted Signaling,CellChatDB v2
KLK14,F2R,KLK,Secreted Signaling,CellChatDB v2
KLK4,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK2,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK14,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK7,F2RL1,KLK,Secreted Signaling,CellChatDB v2
KLK8,F2R,KLK,Secreted Signaling,CellChatDB v2
ADM,CALCR_RAMP1,ADM,Secreted Signaling,CellChatDB v2
ADM,RAMP2_CALCR,ADM,Secreted Signaling,CellChatDB v2
ADM,RAMP3_CALCR,ADM,Secreted Signaling,CellChatDB v2
ADM,CALCR_RAMP1,ADM,Secreted Signaling,CellChatDB v2
ADM,RAMP2_CALCR,ADM,Secreted Signaling,CellChatDB v2
ADM,RAMP3_CALCR,ADM,Secreted Signaling,CellChatDB v2
CALCA,CALCR_RAMP1,CALC,Secreted Signaling,CellChatDB v2
CALCA,RAMP2_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCA,RAMP3_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCA,CALCR_RAMP1,CALC,Secreted Signaling,CellChatDB v2
CALCA,RAMP2_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCA,RAMP3_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCB,CALCR_RAMP1,CALC,Secreted Signaling,CellChatDB v2
CALCB,RAMP2_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCB,RAMP3_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCB,CALCR_RAMP1,CALC,Secreted Signaling,CellChatDB v2
CALCB,RAMP2_CALCR,CALC,Secreted Signaling,CellChatDB v2
CALCB,RAMP3_CALCR,CALC,Secreted Signaling,CellChatDB v2
IAPP,CALCR_RAMP1,IAPP,Secreted Signaling,CellChatDB v2
IAPP,RAMP2_CALCR,IAPP,Secreted Signaling,CellChatDB v2
IAPP,RAMP3_CALCR,IAPP,Secreted Signaling,CellChatDB v2
IAPP,CALCR_RAMP1,IAPP,Secreted Signaling,CellChatDB v2
IAPP,RAMP2_CALCR,IAPP,Secreted Signaling,CellChatDB v2
IAPP,RAMP3_CALCR,IAPP,Secreted Signaling,CellChatDB v2
PROC,PROCR_HSP90AA1,PROCR,Secreted Signaling,CellChatDB v2
PROC,PROCR_F2R,PROCR,Secreted Signaling,CellChatDB v2
VTN,PLAUR,VTN,ECM-Receptor,CellChatDB v2
"SLC18A1, TPH1",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH1",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH1",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A1, TPH2",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC18A2, TPH2",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC6A4, TPH2",HTR3A_HTR3C_HTR3E_HTR3B_HTR3D,5-HT,Non-protein Signaling,CellChatDB v2
"SLC10A4, CHAT",CHRNA1_CHRNB1_CHRND_CHRNE,Ach,Non-protein Signaling,CellChatDB v2
"SLC10A4, CHAT",CHRNA1_CHRNB1_CHRND_CHRNG,Ach,Non-protein Signaling,CellChatDB v2
"SLC10A4, CHAT",CHRNA3_CHRNB4,Ach,Non-protein Signaling,CellChatDB v2
"SLC10A4, CHAT",CHRNA4_CHRNB2,Ach,Non-protein Signaling,CellChatDB v2
"SLC10A4, CHAT",CHRNA7,Ach,Non-protein Signaling,CellChatDB v2
"SLC18A3, CHAT",CHRNA1_CHRNB1_CHRND_CHRNE,Ach,Non-protein Signaling,CellChatDB v2
"SLC18A3, CHAT",CHRNA1_CHRNB1_CHRND_CHRNG,Ach,Non-protein Signaling,CellChatDB v2
"SLC18A3, CHAT",CHRNA3_CHRNB4,Ach,Non-protein Signaling,CellChatDB v2
"SLC18A3, CHAT",CHRNA4_CHRNB2,Ach,Non-protein Signaling,CellChatDB v2
"SLC18A3, CHAT",CHRNA7,Ach,Non-protein Signaling,CellChatDB v2
"SLC5A7, CHAT",CHRNA1_CHRNB1_CHRND_CHRNE,Ach,Non-protein Signaling,CellChatDB v2
"SLC5A7, CHAT",CHRNA1_CHRNB1_CHRND_CHRNG,Ach,Non-protein Signaling,CellChatDB v2
"SLC5A7, CHAT",CHRNA4_CHRNB2,Ach,Non-protein Signaling,CellChatDB v2
"SLC5A7, CHAT",CHRNA7,Ach,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA1_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA1_GABRG2_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA1_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA1_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA1_GABRD_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA2_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA3_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRQ_GABRA3_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA3_GABRE_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA4_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA4_GABRD_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA4_GABRD_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA5_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA6_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"SLC32A1, GAD1",GABRA6_GABRD_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA1_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA1_GABRG2_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA1_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA1_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA1_GABRD_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA2_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA3_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRQ_GABRA3_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA3_GABRE_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA4_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA4_GABRD_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA4_GABRD_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA5_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA6_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A1",GABRA6_GABRD_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA1_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA1_GABRG2_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA1_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA1_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA1_GABRD_GABRB2,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA2_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA3_GABRG2_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRQ_GABRA3_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
"GAD1, SLC6A11",GABRA3_GABRE_GABRB3,GABA-A,Non-protein Signaling,CellChatDB v2
